Phase,Task_intention,Social_strategy,SSML,Sentence_text
Problem3,problem3_step1_hint,ID,NONE,"I'm not really sure, but I think you should divide something from both sides?"
Problem3,problem3_step1_hint,PR,NONE,Try dividing something. You'll figure it out!
Problem3,problem3_step1_hint,RSE,NONE,Try dividing something. Remember that from last time?
Problem3,check_for_understanding,NONE,NONE,Does that make sense?
Problem3,check_for_understanding,SD,NONE,Make sense? I'm not the best at explaining sometimes.
Problem3,check_for_understanding,VSN,NONE,You got that?
Problem3,check_for_understanding,QE,NONE,Do you understand what I mean?
Problem3,check_for_understanding,ID,NONE,"Actually, did that make any sense?"
Problem3,check_for_understanding,PR,NONE,Does that make sense? You seem like you understand a lot of this.
Problem3,problem3_step1_provide_step,NONE,NONE,Divide twenty from both sides.
Problem3,problem3_step1_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should divide twenty from both sides."
Problem3,problem3_step1_provide_step,VSN,NONE,"Uh, obviously you divide twenty from both sides."
Problem3,problem3_step1_provide_step,QE,NONE,Divide twenty from both sides. Did that help?
Problem3,problem3_step1_provide_step,ID,NONE,What if you just divide twenty from both sides?
Problem3,problem3_step1_provide_step,PR,NONE,Divide twenty from both sides. You're doing great so far!
Problem3,problem3_step1_provide_explanation,NONE,NONE,You want to get the x by itself.
Problem3,problem3_step1_provide_explanation,SD,NONE,You want to get the x by itself. I hope I'm explaining this ok.
Problem3,problem3_step1_provide_explanation,VSN,NONE,"You want to get the x by itself. Come on, you should be getting this one!"
Problem3,problem3_step1_provide_explanation,QE,NONE,You want to get the x by itself. Have you seen this kind of problem before?
Problem3,problem3_step1_provide_explanation,ID,NONE,I guess you just want to get the x by itself.
Problem3,problem3_step1_provide_explanation,PR,NONE,You want to get the x by itself. You've got this!
Problem3,elicit_reasoning,NONE,NONE,So why did you do it that way?
Problem3,elicit_reasoning,SD,NONE,So why did you do it that way? Sometimes I have a tough time explaining my thinking.
Problem3,elicit_reasoning,VSN,NONE,So why did you do it that way? Or did you just guess the answer.
Problem3,elicit_reasoning,ID,NONE,"So why did you do it that way? I think I got it, but I'm not sure."
Problem3,elicit_reasoning,PR,NONE,So why did you do it that way? I'm sure you know what you're doing.
Problem3,problem3_provide_answer,NONE,NONE,x would be ten.
Problem3,problem3_provide_answer,SD,NONE,x would be ten. I'm not sure I did such a good job explaining that one.
Problem3,problem3_provide_answer,VSN,NONE,"x would be ten. If anyone asks, I'm a great teacher."
Problem3,problem3_provide_answer,QE,NONE,x would be ten. Do you understand why?
Problem3,problem3_provide_answer,ID,NONE,"Ok, so I think x would be ten."
Problem3,problem3_provide_answer,PR,NONE,x would be ten. You'll get the next one!
Problem3,look_at_next_problem,NONE,NONE,"Okay, let's go to the next one."
Problem3,look_at_next_problem,SD,NONE,"Okay, let's go to the next one. I'm having a lot of fun working with you."
Problem3,look_at_next_problem,VSN,NONE,"Okay, let's go to the next one. If you think you're up for it."
Problem3,look_at_next_problem,QE,NONE,Do you think you're ready to go to the next one?
Problem3,look_at_next_problem,ID,NONE,"Okay, I think we should probably go on to the next one. "
Problem3,look_at_next_problem,PR,NONE,"Okay, let's go to the next one. You're a lot of fun to work with."
Problem4,look_at_problem,NONE,NONE,"Okay, let's take a look at this one."
Problem4,look_at_problem,SD,NONE,"Okay, let's take a look at this one. I think this kind is fun. "
Problem4,look_at_problem,VSN,NONE,Time to start working on this one. If you think you're ready.
Problem4,look_at_problem,QE,NONE,"Okay, let's take a look at this one. Do you know how to do this kind?"
Problem4,look_at_problem,ID,NONE,"Okay, I guess we should take a look at this one."
Problem4,look_at_problem,PR,NONE,"Okay, take a look at this one. I think you can do this kind! "
Problem4,look_at_problem,RSE,NONE,"Okay, take a look at this one. This reminds me of one of the other ones we worked on!"
Problem4,task_regulation,NONE,NONE,Let's get back on track.
Problem4,task_regulation,SD,NONE,"Sometimes I need a break from math too, but let's get back on track."
Problem4,task_regulation,VSN,NONE,Even Algebra is more interesting than that. Let's get back on track.
Problem4,task_regulation,QE,NONE,Let's get back on track. Do you feel ready?
Problem4,task_regulation,ID,NONE,"Sorry, I think we should probably get back on track."
Problem4,task_regulation,PR,NONE,You're a lot of fun to talk to! But we should get back on track.
Problem4,task_regulation,RSE,NONE,We always have such good conversations. But we should really get back to the math.
Problem4,acknowledge,NONE,NONE,Yeah
Problem4,partial_correct,NONE,NONE,Close!
Problem4,partial_correct,SD,NONE,Almost! I think these are hard too.
Problem4,partial_correct,VSN,NONE,"Close, but no cigar."
Problem4,partial_correct,QE,NONE,Close! What do you think you're missing?
Problem4,partial_correct,ID,NONE,"Sorry, I think that's almost right, but not quite it."
Problem4,partial_correct,PR,NONE,Close! You're getting there!
Problem4,next_state_prompt,NONE,NONE,And what would that get you?
Problem4,next_state_prompt,SD,NONE,And what would that get you? I always forget to write out these steps too.
Problem4,next_state_prompt,VSN,NONE,And so what do you get? Did you fall asleep?
Problem4,next_state_prompt,ID,NONE,And what would that get you? I think you're supposed to type out the next form of the problem.
Problem4,next_state_prompt,PR,NONE,And what would that get you? You're almost there!
Problem4,repair,NONE,NONE,I'm sorry.
Problem4,repair,SD,NONE,I'm sorry. I'm slow sometimes.
Problem4,repair,ID,NONE,"Oh, I'm sorry. I think I keep interrupting you."
Problem4,repair,PR,NONE,I'm sorry for being slow. You're just going really fast!
Problem4,repair,RSE,NONE,I'm sorry I keep interrupting you.
Problem4,restart,NONE,NONE,Let's start this one over.
Problem4,restart,SD,NONE,Let's start this one over. I think this kind is hard too.
Problem4,restart,VSN,NONE,Looks like we should start this one over. You seem to be having some trouble.
Problem4,restart,QE,NONE,Let's start this one over. Are you okay with that?
Problem4,restart,ID,NONE,I think we should start this one over.
Problem4,restart,PR,NONE,"Let's start this one over. You're doing great, though!"
Problem4,restart,RSE,NONE,Let's start this one over. Remember this is just like the other ones.
Problem4,check_hint,NONE,NONE,What do you think it should be?
Problem4,check_hint,SD,NONE,What do you think it is? I hope my hint was helpful.
Problem4,check_hint,VSN,NONE,"What do you think it should be? You don't want me to give you the answer, do you?"
Problem4,check_hint,PR,NONE,What do you think it should be? You've almost got it.
Problem4,check_interface,NONE,NONE,Make sure you fill out all the boxes and click add step.
Problem4,check_interface,SD,NONE,Make sure you filled out all the boxes and clicked add step. Sometimes I forget one too.
Problem4,check_interface,VSN,NONE,"Did you forget to fill out all of the boxes? Come on, you're better than that."
Problem4,check_interface,ID,NONE,I think you actually forgot to fill out the boxes for this step.
Problem4,check_interface,RSE,NONE,Do you have all of the boxes filled out for this step? Remember how you did it last time!
Problem4,variable,NONE,NONE,"x is called a variable. It could be any number, and you need to find out what it is."
Problem4,coefficient,NONE,NONE,20 x means 20 times x. 20 is called the coefficient. It means there's 20 exes.
Problem4,neg_x,NONE,NONE,"If there's a negative in front of the x, what is the coefficient of x?"
Problem4,fraction,NONE,NONE,How do we get rid of that fraction?
Problem4,one_step,NONE,NONE,Try doing one step at a time.
Problem4,one_step,SD,NONE,Try doing one step at a time. I can't keep up if you go too fast.
Problem4,one_step,VSN,NONE,You can't just skip to the end! Just do one step first.
Problem4,one_step,QE,NONE,Try doing one step at a time. Does that make sense?
Problem4,one_step,ID,NONE,I think you're skipping a few steps. You should probably just do one step first.
Problem4,one_step,PR,NONE,Try doing one step at a time. I know you can do it!
Problem4,check_left_side,NONE,NONE,What's on the left side?
Problem4,check_left_side,SD,NONE,What's on the left side? Sometimes I get these mixed up.
Problem4,check_left_side,PR,NONE,What's on the left side? You got this!
Problem4,check_right_side,NONE,NONE,What's on the right side?
Problem4,check_right_side,SD,NONE,What's on the right side? I feel like these can be tricky.
Problem4,check_right_side,PR,NONE,What's on the right side? You're doing great!
Problem4,elicit_step1,NONE,NONE,So how would you start this one?
Problem4,elicit_step1,SD,NONE,So how would you start this one? Sometimes I don't know how to start these kind of problems.
Problem4,elicit_step1,VSN,NONE,So... are you going to start it any time soon?
Problem4,elicit_step1,ID,NONE,So how do you think you would start this one?
Problem4,elicit_step1,PR,NONE,So how would you start this one? You look like you know what you're doing.
Problem4,elicit_step1,RSE,NONE,So how would you start this one? This is pretty similar to something we've done before.
Problem4,positive_feedback,NONE,NONE,Yep that's right.
Problem4,positive_feedback,SD,NONE,Correct! I'm such a good teacher.
Problem4,positive_feedback,VSN,NONE,"Yup, that's it. Finally!"
Problem4,positive_feedback,QE,NONE,Yep that's right. Do you feel good about it?
Problem4,positive_feedback,ID,NONE,"Yeah, I think that's right."
Problem4,positive_feedback,PR,NONE,"Yup, that's it. Great job!"
Problem4,negative_feedback,NONE,NONE,"Nope, that's not it."
Problem4,negative_feedback,SD,NONE,"Nope, that's not quite right. Don't worry, I think these are hard too."
Problem4,negative_feedback,VSN,NONE,"Nope, that's not it. Come on, this one should be easy."
Problem4,negative_feedback,QE,NONE,"Nope, that's not quite right. You feel ok trying that again?"
Problem4,negative_feedback,ID,NONE,"I'm not sure, but I don't think that's right."
Problem4,negative_feedback,PR,NONE,"Nope, that's not quite right. But you're doing great!"
Problem4,ask_for_detail,NONE,NONE,What do you mean?
Problem4,ask_for_detail,SD,NONE,What do you mean? Sometimes I have trouble understanding humans.
Problem4,ask_for_detail,VSN,NONE,"Uh, what?"
Problem4,ask_for_detail,ID,NONE,"Sorry, what do you mean?"
Problem4,ask_for_detail,PR,NONE,What do you mean? You might be moving too fast for me.
Problem4,ask_for_detail,RSE,NONE,"You usually make a lot of sense, but I didn't quite understand that."
Problem4,problem4_step1_hint,NONE,NONE,Try adding something to both sides.
Problem4,problem4_step1_hint,SD,NONE,I usually add something to both sides on these kind of problems.
Problem4,problem4_step1_hint,VSN,NONE,"Oh you need a hint, huh? Add something to both sides."
Problem4,problem4_step1_hint,QE,NONE,Try adding something here. Do you know what it is?
Problem4,problem4_step1_hint,ID,NONE,"I'm not really sure, but I think you should add something to both sides?"
Problem4,problem4_step1_hint,PR,NONE,Try adding something. You'll figure it out!
Problem4,problem4_step1_hint,RSE,NONE,Try adding something. Remember that from last time?
Problem4,check_for_understanding,NONE,NONE,Does that make sense?
Problem4,check_for_understanding,SD,NONE,Make sense? I'm not the best at explaining sometimes.
Problem4,check_for_understanding,VSN,NONE,You got that?
Problem4,check_for_understanding,QE,NONE,Do you understand what I mean?
Problem4,check_for_understanding,ID,NONE,"Actually, did that make any sense?"
Problem4,check_for_understanding,PR,NONE,Does that make sense? You seem like you understand a lot of this.
Problem4,problem4_step1_provide_step,NONE,NONE,Add seven to both sides.
Problem4,problem4_step1_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should add seven to both sides."
Problem4,problem4_step1_provide_step,VSN,NONE,"Uh, obviously you add seven to both sides."
Problem4,problem4_step1_provide_step,QE,NONE,Add seven to both sides. Did that help?
